Plant,Posting Date,Work Center,,Machine Number,Grade,Material,,MFG Part Number,Order,Employee Number,Shifts,Order Count,"Operation 
Count","Confirmed
Qty","Scrap
Actual","Setup 
Plan","Machining
Plan","Machining
Actual","Labor 
Plan","Labor
Actual","Activity 4
Actual","Activity 4
Plan","Activity 5
Actual","Activity 5
Plan","Activity 6
Actual","Activity 6
Plan"
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCPM20,4089042,MILL 1-10 INSERT R=0.8,#,116158305,64863,2,1,1,640,26,0.5,1.87,1.18,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50592,WU35PM,5415312,VSM11 MILLING INSERT R=1.2 MM,#,116170097,64863,3,1,1,,,0.5,,,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,K10P,4166204,NEGATIVE-LOCK PIN INSERT,#,116165418,21161,2,1,1,910,26,0.5,2.15,2.96,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,K25M,4165801,POSITIVE INSERT,#,116165375,21161,1,1,1,480,7,0.5,1.12,1.5,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,K25M,4165801,POSITIVE INSERT,#,116165375,63928,1,1,1,200,9,0.5,0.48,0.57,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,KC5410,6007590,SCREW ON LF LIGHT FINISHING INSERT,#,116134243,21161,1,1,1,35,17,0.5,0.1,0.04,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCM25,3769227,SCREW ON FP LIGHT FINISHING INSERT,#,116118390,63928,3,1,1,283,11,0.5,0.59,1.07,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCM25,3769257,SCREW ON FP LIGHT FINISHING INSERT,#,116126125,63928,3,1,1,453,13,0.5,0.93,1.49,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCP05,3748345,KENLOC CT PROFILING GEOMETRY,#,116150821,21161,2,1,1,90,8,0.5,0.23,0.34,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCP05,3748345,KENLOC CT PROFILING GEOMETRY,#,116150821,64863,2,1,1,310,4,0.5,0.72,1.19,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCP10,3749334,KENLOC CT PROFILING GEOMETRY,#,116150822,21161,2,1,1,285,21,0.5,0.7,0.91,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCP25,3751555,KENLOC CT PROFILING GEOMETRY,#,116150824,64863,3,1,1,,,0.5,,,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50696,K313,1161098,KENLOC CHIP CONTROL INSERT,#,116165417,21044,1,1,1,283,18,0.5,1.17,1.67,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50696,K35P,4166195,NEGATIVE-LOCK PIN INSERT,#,116110723,63508,3,1,1,460,41,0.5,1.4,4.73,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCP40,3751803,KENLOC CHIP CONTROL INSERT,#,116070944,63508,3,1,1,300,11,0.5,0.59,1.42,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50696,WM25CT,4169477,NEGATIVE INSERT GEO UR,#,116130213,64891,2,1,1,283,9,0.5,0.67,1.57,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50696,WP35CT,4170044,NEGATIVE INSERT GEO MR,#,116071121,21044,2,1,1,283,13,0.5,0.68,1.03,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50696,WP35CT,4170059,NEGATIVE INSERT GEO MR,#,116138427,64891,3,1,1,,,0.5,,,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,50696,WS10PT,6219756,NEGATIVE STYLE,#,116158662,21044,1,1,1,560,114,0.5,1.55,2.79,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1869820,SCREW ON LF LIGHT FINISHING INSERT,#,116158217,20648,2,1,1,"1,157",40,0.42,3.95,2.78,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5025,2425659,SCREW ON LF LIGHT FINISHING INSERT,#,116158218,20648,2,1,1,839,21,0.42,2.84,1.87,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCM15,3769109,SCREW ON FP LIGHT FINISHING INSERT,#,116142209,63877,3,1,1,460,14,0.5,0.95,1.05,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,52412,KT315,1869932,SCREW ON LF LIGHT FINISHING INSERT,#,116158216,65083,2,1,1,850,14,0.42,2.85,1.84,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,52412,KT315,1869965,SCREW ON LF LIGHT FINISHING INSERT,#,116158223,65083,3,1,1,,,0.5,,,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,52412,TN10U,4164544,POSITIVE INSERT,#,116162145,20648,1,1,1,561,81,0.5,1.93,2.27,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,52412,WM15CT,4168770,POSITIVE INSERT GEO FP,#,116142346,63877,3,1,1,300,16,0.5,0.63,1.19,,,,,,,,
OR01,19.12.2016,PRS3R,3R PRESS OSTERWALDER,52412,WP15CT,4169858,POSITIVE INSERT GEO FP,#,116158219,63877,3,1,1,460,21,0.5,0.96,1.78,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC725M,3852395,12MM PSTS -SGP DAISY MEDIUM GEOMETRY,#,116094380,63858,3,1,1,800,18,0.5,2.29,3.11,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25,3751591,SCREW ON LF LIGHT FINISHING INSERT,#,116134984,20986,1,1,1,400,17,0.42,0.79,0.1,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25,3751591,SCREW ON LF LIGHT FINISHING INSERT,#,116134984,63858,1,1,1,,,0.42,,,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25B,5387556,SCREW ON FP LIGHT FINISHING INSERT,#,116170082,63858,3,1,1,,,0.5,,,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25B,5387556,SCREW ON FP LIGHT FINISHING INSERT,#,116170083,20986,2,1,1,"1,127",30,0.5,2.66,6.69,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25B,5387556,SCREW ON FP LIGHT FINISHING INSERT,#,116170084,63858,3,1,1,"1,127",11,0.5,2.62,3.89,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCPK30,3852285,RPPT1605M0SHP   KCPK30,#,116098416,63858,3,1,1,740,20,0.5,2.13,3.94,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1864502,TOP NOTCH PROFILING INSERT,#,116118518,61301,2,1,1,550,34,0.5,1.75,3.41,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1864502,TOP NOTCH PROFILING INSERT,#,116118518,65083,2,1,1,490,5,0.5,1.49,2.06,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5025,1864544,TOP NOTCH PROFILING INSERT,#,116158346,65083,3,1,1,,,0.5,,,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC850,1162784,KENDEX POSITIVE CHIP CONTROL INSERT,#,116150740,65083,3,1,1,"1,100",18,0.5,3.13,2.15,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC850,1162784,KENDEX POSITIVE CHIP CONTROL INSERT,#,116150741,61301,1,1,1,500,7,0.5,1.42,1.02,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC850,1162784,KENDEX POSITIVE CHIP CONTROL INSERT,#,116150741,65083,1,1,1,600,3,0.5,1.69,1.58,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC850,1163395,TOP NOTCH PROFILING INSERT,#,116118517,61301,1,1,1,320,25,0.5,1.04,0.91,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,47191,WP35CT,4170786,POSITIVE INSERT STD,#,116110781,65083,3,1,1,460,9,0.5,0.89,1.58,,,,,,,,
OR01,20.12.2016,PRS3R,3R PRESS OSTERWALDER,50591,KC522M,3682780,MILL 1-10 INSERT R=1.6,#,116165338,64891,3,1,1,350,11,0.5,1.01,1.53,,,,,,,,
